lower_ci,upper_ci,method,n,iter
0.257,1.504,trad,100,245
0.07034403132700207,1.6910594160823516,robust,100,245
0.919,1.334,trad,1000,245
0.7495582168127171,1.5040626858025807,robust,1000,245
-1.262,3.365,trad,10,246
-0.15239016735672228,2.2553433608977236,robust,10,246
0.585,1.582,trad,100,246
0.3278589894153473,1.8392444762574898,robust,100,246
0.851,1.38,trad,1000,246
0.6217937158860429,1.60948038241824,robust,1000,246
-0.553,3.588,trad,10,247
0.11126957480262156,2.9241945140093093,robust,10,247
1.475,2.393,trad,100,247
1.281927235548892,2.586707377616836,robust,100,247
0.793,1.236,trad,1000,247
0.6193538789670541,1.4088899334546983,robust,1000,247
-3.168,4.431,trad,10,248
-1.9516583310980695,3.2153052317423314,robust,10,248
0.343,1.347,trad,100,248
0.25341231748603543,1.4363976731042278,robust,100,248
0.601,1.062,trad,1000,248
0.3963962941843728,1.266882319592355,robust,1000,248
1.882,5.428,trad,10,249
2.467862690188902,4.8418786128279345,robust,10,249
-1.551,0.605,trad,100,249
-3.1504454546257605,2.2050724078951998,robust,100,249
0.664,1.107,trad,1000,249
0.3835779180836537,1.3882047479290063,robust,1000,249
-0.854,3.183,trad,10,250
-0.652807382023326,2.9825698271907823,robust,10,250
-2.24,0.509,trad,100,250
-3.56191683148654,1.831013753669897,robust,100,250
0.809,1.17,trad,1000,250
0.682980383043471,1.2965164227489394,robust,1000,250
-1.428,2.429,trad,10,251
-0.4053535122227825,1.4063325476797532,robust,10,251
1.088,2.41,trad,100,251
0.5405364982441125,2.956692111256994,robust,100,251
0.866,1.327,trad,1000,251
0.6667631839609315,1.5266644932504154,robust,1000,251
-0.703,5.225,trad,10,252
-0.5713358163834741,5.093781927136387,robust,10,252
0.584,1.774,trad,100,252
0.0960958263497711,2.261728783223374,robust,100,252
0.995,1.392,trad,1000,252
0.8502559030358883,1.5367981477205583,robust,1000,252
-2.11,2.343,trad,10,253
-1.1613525027531368,1.3951991511985549,robust,10,253
0.653,1.522,trad,100,253
0.47592765056321185,1.6992079516622391,robust,100,253
0.686,1.061,trad,1000,253
0.5753291578863795,1.1719245641074376,robust,1000,253
-0.826,4.81,trad,10,254
-0.6015618094987014,4.5853340361275094,robust,10,254
0.684,1.678,trad,100,254
0.36455739724116576,1.9969962237467493,robust,100,254
0.717,1.128,trad,1000,254
0.5346402780408018,1.3106225221727081,robust,1000,254
0.024,4.193,trad,10,255
0.7057361431049698,3.5109755273469494,robust,10,255
-0.428,0.879,trad,100,255
-0.6025291603320254,1.0536808429014968,robust,100,255
0.749,1.117,trad,1000,255
0.6372018814522362,1.2285065247534777,robust,1000,255
-1.766,1.655,trad,10,256
-1.159588343258348,1.04779904128753,robust,10,256
0.097,1.338,trad,100,256
-0.2031592781087872,1.6387615168344838,robust,100,256
0.822,1.315,trad,1000,256
0.5888752871360536,1.5483587527056806,robust,1000,256
0.448,2.839,trad,10,257
0.3579340495592236,2.928852541493309,robust,10,257
0.369,1.715,trad,100,257
-0.035229814370069557,2.1191898977737553,robust,100,257
0.584,1.046,trad,1000,257
0.34604565526129427,1.2840307142177265,robust,1000,257
0.853,2.717,trad,10,258
1.0749897391203735,2.495560440073831,robust,10,258
1.958,3.497,trad,100,258
1.703942255387487,3.7514005982228955,robust,100,258
0.821,1.23,trad,1000,258
0.6061965122768096,1.4450063284476315,robust,1000,258
1.411,3.189,trad,10,259
1.5409979572839188,3.0581735956207083,robust,10,259
0.391,1.621,trad,100,259
0.012490806518772657,1.9995218508437187,robust,100,259
0.605,1.109,trad,1000,259
0.3657423117745848,1.3481039724032828,robust,1000,259
-1.318,2.443,trad,10,260
-1.119811763350266,2.244763051699195,robust,10,260
1.472,3.582,trad,100,260
-0.09739853240369056,5.15067440728615,robust,100,260
1.008,1.417,trad,1000,260
0.843286995340012,1.582342664304975,robust,1000,260
-1.705,3.116,trad,10,261
-0.8446477821034568,2.255718872571645,robust,10,261
0.175,1.009,trad,100,261
-0.11842847226847841,1.3029155077228847,robust,100,261
0.342,0.78,trad,1000,261
0.16467049529710137,0.9575098951435486,robust,1000,261
-1.934,1.99,trad,10,262
-1.8468767631778074,1.9036089522079476,robust,10,262
0.196,1.591,trad,100,262
-0.08302695469411059,1.870046208602603,robust,100,262
1.151,1.556,trad,1000,262
0.9937870844656891,1.7140911121242735,robust,1000,262
-5.54,1.666,trad,10,263
-5.0805408079499585,1.2061501624797804,robust,10,263
0.966,2.364,trad,100,263
0.5588995688689891,2.7710420690968545,robust,100,263
0.627,0.997,trad,1000,263
0.49872967895227144,1.1250791628745398,robust,1000,263
-1.171,0.88,trad,10,264
-1.0839826095033338,0.7924292698669988,robust,10,264
0.723,1.955,trad,100,264
0.43659795297455395,2.2415744313839796,robust,100,264
1.013,1.444,trad,1000,264
0.8802427844316035,1.5768662151346953,robust,1000,264
0.593,6.058,trad,10,265
0.5808118467185728,6.069496669253235,robust,10,265
0.39,1.699,trad,100,265
0.002694142293863555,2.086474792626273,robust,100,265
0.838,1.306,trad,1000,265
0.6002223424134675,1.5439315501988529,robust,1000,265
-0.939,2.135,trad,10,266
-0.853257822637019,2.0498829910113487,robust,10,266
0.13,1.376,trad,100,266
-0.29153897622492,1.7970032464741421,robust,100,266
0.775,1.235,trad,1000,266
0.5945143997133373,1.4155831590656125,robust,1000,266
-0.093,6.375,trad,10,267
0.6326893761964527,5.649106431630172,robust,10,267
-0.406,1.319,trad,100,267
-1.1376814487325193,2.050773775649175,robust,100,267
0.875,1.272,trad,1000,267
0.7208044493172138,1.4261380115543725,robust,1000,267
-2.832,2.443,trad,10,268
-2.8596132634472737,2.470372828683257,robust,10,268
0.822,1.896,trad,100,268
0.5791707155602921,2.138167958833515,robust,100,268
0.727,1.182,trad,1000,268
0.5818993722261459,1.3274998178464075,robust,1000,268
1.992,3.246,trad,10,269
2.037633021946172,3.200497612099793,robust,10,269
1.583,2.568,trad,100,269
1.4552904383585044,2.696417376538425,robust,100,269
0.67,1.043,trad,1000,269
0.5448761123141767,1.1680011228271283,robust,1000,269
-0.587,1.048,trad,10,270
-0.3412339409523209,0.8020458602814675,robust,10,270
0.637,1.383,trad,100,270
0.44662541546776324,1.5739326504623423,robust,100,270
1.081,1.483,trad,1000,270
0.8979899080936802,1.6653560168673183,robust,1000,270
-1.4,5.067,trad,10,271
-0.08498094980746385,3.7519151610114614,robust,10,271
-2.151,0.543,trad,100,271
-3.92383781014641,2.315630095582004,robust,100,271
0.722,1.119,trad,1000,271
0.5783023433241781,1.26295444276871,robust,1000,271
-2.566,2.587,trad,10,272
-2.324988570269293,2.345744778290802,robust,10,272
-1.419,0.401,trad,100,272
-3.1556144229664964,2.137106746692817,robust,100,272
0.684,1.084,trad,1000,272
0.519599587595116,1.248742416143518,robust,1000,272
-0.439,2.022,trad,10,273
-0.03300694416716532,1.6154852429613524,robust,10,273
0.364,1.525,trad,100,273
0.20070942206191988,1.6879969479832162,robust,100,273
0.743,1.168,trad,1000,273
0.5814544196051632,1.3292686719224218,robust,1000,273
0.566,4.599,trad,10,274
0.6841601002245616,4.4806595786554,robust,10,274
1.043,2.205,trad,100,274
0.7043023919059918,2.543866084600085,robust,100,274
0.755,1.213,trad,1000,274
0.5262843429373996,1.441918555693966,robust,1000,274
1.29,4.202,trad,10,275
1.9044457587722374,3.5878202835113036,robust,10,275
0.868,2.118,trad,100,275
0.2931626174844211,2.6933888163934436,robust,100,275
0.437,0.935,trad,1000,275
0.18557243918298127,1.1861966109225754,robust,1000,275
0.418,4.414,trad,10,276
0.4780739297379568,4.354109430612528,robust,10,276
0.796,2.339,trad,100,276
0.21416341428630248,2.920853828055172,robust,100,276
1.027,1.459,trad,1000,276
0.8535463578704947,1.632340518640365,robust,1000,276
0.241,4.938,trad,10,277
-0.20630041204254068,5.385072574192465,robust,10,277
-1.694,0.5,trad,100,277
-2.6504297710709688,1.4564447311784967,robust,100,277
0.724,1.106,trad,1000,277
0.5909702846086403,1.2381419868129147,robust,1000,277
-0.641,1.674,trad,10,278
-0.22401065492395622,1.2569757644723216,robust,10,278
1.666,2.9,trad,100,278
0.8670649496815708,3.6993971195642024,robust,100,278
0.571,1.024,trad,1000,278
0.39892019933252626,1.1958687991293557,robust,1000,278
-2.267,4.104,trad,10,279
-0.974973369617949,2.812654711772505,robust,10,279
0.941,2.011,trad,100,279
0.5952402188002502,2.3567094531081243,robust,100,279
0.897,1.39,trad,1000,279
0.5734189823383301,1.7137709874756588,robust,1000,279
0.844,3.038,trad,10,280
1.0137935343197213,2.867827192778491,robust,10,280
0.588,2.011,trad,100,280
0.02492645004232652,2.573972610348461,robust,100,280
0.805,1.183,trad,1000,280
0.6665437896380448,1.3221449599770387,robust,1000,280
-2.538,0.952,trad,10,281
-1.855990893676542,0.2704765397761144,robust,10,281
0.689,1.7,trad,100,281
0.5234863176796897,1.8654008880604338,robust,100,281
0.95,1.409,trad,1000,281
0.7678241344654967,1.5917596259341198,robust,1000,281
-0.992,1.212,trad,10,282
-1.0642318616580657,1.2840698240893182,robust,10,282
0.655,1.557,trad,100,282
0.48276267161696684,1.7296343824243896,robust,100,282
0.631,1.016,trad,1000,282
0.44006570206018497,1.206891504897482,robust,1000,282
-0.675,1.811,trad,10,283
-0.37725027553358204,1.5131886371363688,robust,10,283
1.522,3.073,trad,100,283
0.3260445618146077,4.269622614282954,robust,100,283
0.753,1.149,trad,1000,283
0.5950176053167819,1.3078320076061307,robust,1000,283
0.913,4.338,trad,10,284
1.2351128383028651,4.015951607369111,robust,10,284
1.098,2.39,trad,100,284
0.7112540698926693,2.776832679829195,robust,100,284
0.71,1.128,trad,1000,284
0.5637428373122645,1.2742310360699722,robust,1000,284
-17.685,2.85,trad,10,285
-17.50396140888879,2.6693461525653834,robust,10,285
1.119,2.432,trad,100,285
0.5701860200419149,2.9807515630073067,robust,100,285
0.746,1.103,trad,1000,285
0.597547990155052,1.2519306711805194,robust,1000,285
0.68,3.84,trad,10,286
0.940604354094142,3.5795557530445397,robust,10,286
0.259,1.109,trad,100,286
0.03787907431228765,1.3305196279679858,robust,100,286
0.955,1.432,trad,1000,286
0.7639756380609595,1.622768697098182,robust,1000,286
-3.222,2.356,trad,10,287
-2.851439117204892,1.9845303088325463,robust,10,287
0.822,3.754,trad,100,287
-0.6774511362979951,5.252952718157459,robust,100,287
0.957,1.344,trad,1000,287
0.8450659747557496,1.4561020987696682,robust,1000,287
-0.567,1.498,trad,10,288
-0.010953314171807005,0.9413122947964029,robust,10,288
-0.573,0.811,trad,100,288
-1.0588279309510251,1.2966947552066097,robust,100,288
0.987,1.415,trad,1000,288
0.7871425317180376,1.615393216699178,robust,1000,288
-3.885,9.022,trad,10,289
-1.9254236100173272,7.062447909674152,robust,10,289
-0.573,0.951,trad,100,289
-1.4837113696779163,1.8622529472472906,robust,100,289
1.146,1.607,trad,1000,289
0.9174546016294085,1.8352978617255082,robust,1000,289
-1.551,4.145,trad,10,290
-0.5709674214509985,3.1657700273640113,robust,10,290
0.532,1.96,trad,100,290
0.37749682210096347,2.114287487349199,robust,100,290
0.815,1.154,trad,1000,290
0.719157401313063,1.2502406172815805,robust,1000,290
-1.047,1.474,trad,10,291
-0.9171270510709266,1.3432087064702303,robust,10,291
0.296,1.246,trad,100,291
0.006140388873434932,1.5356295195677547,robust,100,291
0.837,1.25,trad,1000,291
0.6738352805613265,1.4124364919743857,robust,1000,291
-2.7,1.612,trad,10,292
-2.106782086272777,1.0184513791071383,robust,10,292
0.764,2.013,trad,100,292
0.20516629875255266,2.5716463439213384,robust,100,292
0.908,1.327,trad,1000,292
0.7462464201969583,1.488936621960331,robust,1000,292
-0.042,4.667,trad,10,293
0.013055399231703735,4.611844449706661,robust,10,293
0.6,2.636,trad,100,293
-0.07216317977864795,3.308005593406418,robust,100,293
0.666,1.106,trad,1000,293
0.4661094034967825,1.3055539261636404,robust,1000,293
0.285,3.248,trad,10,294
-0.27793355530951747,3.810628910696228,robust,10,294
0.676,1.871,trad,100,294
0.4189887857499758,2.128007212180466,robust,100,294
0.831,1.161,trad,1000,294
0.7321332003678176,1.2598697163341388,robust,1000,294
-1.405,0.256,trad,10,295
-1.2815006371077589,0.13245622020870595,robust,10,295
1.239,2.833,trad,100,295
0.5336090196008392,3.538871905945193,robust,100,295
0.727,1.069,trad,1000,295
0.604410283670382,1.190925643372314,robust,1000,295
-0.783,1.641,trad,10,296
-0.21564863589020328,1.0740323041379805,robust,10,296
0.52,1.522,trad,100,296
0.32695088720714927,1.7145735052238398,robust,100,296
0.838,1.253,trad,1000,296
0.7172180980645853,1.3734719749732145,robust,1000,296
0.611,1.465,trad,10,297
0.708582347111034,1.3674798434516005,robust,10,297
0.551,1.627,trad,100,297
0.2798355152167764,1.8983250304908605,robust,100,297
0.881,1.286,trad,1000,297
0.7496249166271969,1.4170694740190763,robust,1000,297
-2.534,1.277,trad,10,298
-2.3413984800837646,1.084643849600901,robust,10,298
0.83,1.988,trad,100,298
0.6380991070076518,2.179746582739652,robust,100,298
1.042,1.406,trad,1000,298
0.91856610443826,1.5299378645981463,robust,1000,298
-0.121,5.947,trad,10,299
1.2169132884993015,4.608643458057103,robust,10,299
-0.935,1.102,trad,100,299
-1.5479772855688239,1.715719756033993,robust,100,299
0.37,0.793,trad,1000,299
0.17871226599690643,0.9837679688247125,robust,1000,299
-0.235,2.669,trad,10,300
-0.10297323265056058,2.5372362999588653,robust,10,300
-2.285,0.489,trad,100,300
-4.328183962752778,2.5319921451362526,robust,100,300
0.54,0.981,trad,1000,300
0.3078349640952633,1.2124354871010574,robust,1000,300
1.032,3.924,trad,10,301
1.0981156505833694,3.8577351293375015,robust,10,301
0.329,1.424,trad,100,301
0.21919707286073897,1.5335857377270603,robust,100,301
0.861,1.297,trad,1000,301
0.6619176250851837,1.4955601710891997,robust,1000,301
0.121,1.555,trad,10,302
0.41606756082405844,1.259976545342547,robust,10,302
0.809,2.31,trad,100,302
0.34522299433201264,2.773641545700568,robust,100,302
0.542,1.047,trad,1000,302
0.24702001943067975,1.342703934708114,robust,1000,302
0.025,3.084,trad,10,303
0.3122674444468607,2.7968170533739842,robust,10,303
0.784,2.313,trad,100,303
0.3868695196218108,2.710944765860428,robust,100,303
0.535,1.028,trad,1000,303
0.2323091282392442,1.3313804645535914,robust,1000,303
-0.384,1.904,trad,10,304
-0.14737207397416563,1.66720736480621,robust,10,304
-1.131,0.798,trad,100,304
-2.3698015676663764,2.0367386567154573,robust,100,304
1.008,1.502,trad,1000,304
0.6234454281808892,1.8873630401278416,robust,1000,304
0.57,5.737,trad,10,305
0.3260905115170445,5.980693505182037,robust,10,305
0.42,1.725,trad,100,305
-0.08765233933626915,2.2326597022942396,robust,100,305
0.685,1.034,trad,1000,305
0.5664567073560769,1.1522237493632705,robust,1000,305
-1.064,0.878,trad,10,306
-1.0070559695868564,0.8203102128097993,robust,10,306
1.276,2.163,trad,100,306
0.9067546831044758,2.5326453743971706,robust,100,306
0.728,1.105,trad,1000,306
0.5593912349257558,1.2730769272928946,robust,1000,306
-0.359,3.975,trad,10,307
-0.015861652211285104,3.6313740216229675,robust,10,307
0.585,2.153,trad,100,307
0.18602006230547996,2.5526662215441984,robust,100,307
1.071,1.485,trad,1000,307
0.8972763173989413,1.6581220848638256,robust,1000,307
-0.881,1.269,trad,10,308
-0.38950356561175026,0.7767723595630351,robust,10,308
0.415,1.358,trad,100,308
0.13072612942418538,1.6424038206464662,robust,100,308
0.707,1.105,trad,1000,308
0.5415189520605675,1.2709781129207962,robust,1000,308
-1.323,1.114,trad,10,309
-1.4715245193048532,1.2624208610323124,robust,10,309
0.658,1.743,trad,100,309
0.38304965141419944,2.018520496665584,robust,100,309
0.232,0.704,trad,1000,309
-0.04589866233154549,0.9823987079658142,robust,1000,309
-0.766,2.515,trad,10,310
0.15276512877366055,1.596438795099293,robust,10,310
0.252,1.46,trad,100,310
0.026677912659361147,1.6851103093389121,robust,100,310
0.821,1.228,trad,1000,310
0.7007073201603262,1.3475614915379963,robust,1000,310
-0.903,0.831,trad,10,311
-0.6115782742601631,0.5392382190038693,robust,10,311
1.026,2.604,trad,100,311
-0.12449246169940742,3.7540846921795943,robust,100,311
0.744,1.252,trad,1000,311
0.45923460071085365,1.5369921508947662,robust,1000,311
-11.579,-0.096,trad,10,312
-12.691106808569433,1.0164425584339822,robust,10,312
0.788,1.846,trad,100,312
0.37519298122237454,2.2591694316694766,robust,100,312
0.875,1.267,trad,1000,312
0.7185140890678988,1.423822699881705,robust,1000,312
-0.92,2.975,trad,10,313
-0.3683033689013939,2.422727384866567,robust,10,313
-0.353,0.795,trad,100,313
-0.593201260808421,1.0344688690470247,robust,100,313
0.669,1.204,trad,1000,313
0.379208473526103,1.493132406042734,robust,1000,313
0.996,3.696,trad,10,314
1.3254388536288693,3.367201322265876,robust,10,314
-0.476,0.594,trad,100,314
-0.9069048192718591,1.024933536537163,robust,100,314
0.696,1.064,trad,1000,314
0.547127625274827,1.2127829016361045,robust,1000,314
-1.959,1.372,trad,10,315
-1.9867633100376305,1.400181948943839,robust,10,315
0.584,2.148,trad,100,315
0.129037426943575,2.602483309933172,robust,100,315
0.748,1.199,trad,1000,315
0.5512689105842976,1.3958544421174652,robust,1000,315
-4.561,5.769,trad,10,316
-3.5436624616643417,4.752034435724402,robust,10,316
0.272,1.626,trad,100,316
-0.3596428411367272,2.2584986363682678,robust,100,316
0.893,1.301,trad,1000,316
0.71959055517030035,1.4735013143051539,robust,1000,316
0.559,2.404,trad,10,317
0.5974273821001526,2.366032401775991,robust,10,317
-0.942,0.698,trad,100,317
-1.3044456308554127,1.0604519796054457,robust,100,317
1.04,1.439,trad,1000,317
0.8904652908633243,1.588196808685773,robust,1000,317
-3.033,2.064,trad,10,318
-2.096275501452234,1.1272808000231684,robust,10,318
0.534,1.679,trad,100,318
0.33044168533813645,1.8827588452184152,robust,100,318
0.868,1.244,trad,1000,318
0.7483798047203364,1.3630302080934267,robust,1000,318
-0.282,1.805,trad,10,319
-0.03169157855301252,1.5549649220345656,robust,10,319
0.127,1.217,trad,100,319
-0.153409164909579,1.4977194889479195,robust,100,319
1.022,1.416,trad,1000,319
0.9182134537851678,1.5198326616876563,robust,1000,319
-0.124,4.535,trad,10,320
0.3455605949927294,4.064935135927957,robust,10,320
-0.25,1.179,trad,100,320
-0.9634863736218393,1.891929548457965,robust,100,320
1.163,1.608,trad,1000,320
0.9157275108785637,1.8547322087782687,robust,1000,320
-0.057,2.885,trad,10,321
0.02726861953778914,2.8000084021519074,robust,10,321
0.934,1.936,trad,100,321
0.6961039085602558,2.174631301810243,robust,100,321
0.725,1.168,trad,1000,321
0.5446077261192053,1.3479863156912777,robust,1000,321
-5.875,0.186,trad,10,322
-6.362729616996567,0.6735473335286501,robust,10,322
0.309,1.318,trad,100,322
-0.15811444055208268,1.7855097524298345,robust,100,322
0.866,1.311,trad,1000,322
0.6420846419129831,1.5349088429855173,robust,1000,322
1.374,6.171,trad,10,323
1.6505580146068124,5.894454809272597,robust,10,323
0.076,1.478,trad,100,323
-0.4060159331234203,1.959954102755288,robust,100,323
0.848,1.226,trad,1000,323
0.7094102862503048,1.3639201552325115,robust,1000,323
-3.562,3.19,trad,10,324
-2.048186958174905,1.675482934683111,robust,10,324
0.812,2.131,trad,100,324
0.37361775567300315,2.569813956621212,robust,100,324
0.775,1.207,trad,1000,324
0.6226819380031581,1.3593555446054282,robust,1000,324
-3.03,-1.183,trad,10,325
-2.6778027879950708,-1.5360078932464187,robust,10,325
0.547,1.724,trad,100,325
0.30908565160605384,1.961635340432483,robust,100,325
0.736,1.095,trad,1000,325
0.6173418479356629,1.212801233917885,robust,1000,325
0.044,2.39,trad,10,326
-0.10911246977122913,2.542225783516034,robust,10,326
0.231,1.563,trad,100,326
-0.24506767650661,2.0394933353436935,robust,100,326
0.722,1.135,trad,1000,326
0.5456611168075318,1.3110518784488538,robust,1000,326
-0.612,3.981,trad,10,327
-0.36789731123692615,3.7366951519259386,robust,10,327
-0.053,0.989,trad,100,327
-0.3176817858703807,1.2530161633583363,robust,100,327
0.808,1.225,trad,1000,327
0.579624331473221,1.4531273331297043,robust,1000,327
0.607,5.824,trad,10,328
0.5846960541816393,5.846521049864446,robust,10,328
-0.015,1.365,trad,100,328
-0.6780838442211131,2.0284828582877115,robust,100,328
0.527,0.913,trad,1000,328
0.37256414009471883,1.0677065284377019,robust,1000,328
-5.591,1.531,trad,10,329
-6.057103416222798,1.9964762384298829,robust,10,329
0.309,1.371,trad,100,329
0.0234464297201038,1.6568375901376093,robust,100,329
1.03,1.406,trad,1000,329
0.8361255925021879,1.5993829429944082,robust,1000,329
-0.187,5.803,trad,10,330
-0.17714596237270586,5.793265569803614,robust,10,330
0.578,2.563,trad,100,330
-0.15722424848975924,3.2982830082859835,robust,100,330
1.202,1.621,trad,1000,330
1.057670339943888,1.7646375988659635,robust,1000,330
0.277,3.105,trad,10,331
0.5200601336467716,2.8613784875362374,robust,10,331
0.746,1.674,trad,100,331
0.4436115307109395,1.9771404213376047,robust,100,331
0.855,1.254,trad,1000,331
0.7200948104537659,1.3894933687907702,robust,1000,331
0.327,2.649,trad,10,332
0.48459019037788553,2.491699274165912,robust,10,332
-0.778,1.259,trad,100,332
-1.150822774658452,1.6324639452310479,robust,100,332
0.633,1.055,trad,1000,332
0.427135195738467,1.2600845832580176,robust,1000,332
-1.362,2.734,trad,10,333
-1.2091832986557933,2.5813161166319407,robust,10,333
0.599,1.91,trad,100,333
0.1796337671722239,2.3294430230220633,robust,100,333
0.987,1.362,trad,1000,333
0.8457772960773879,1.5028758575436192,robust,1000,333
0.077,3.608,trad,10,334
-0.3193117938290446,4.0043651016318655,robust,10,334
0.493,1.398,trad,100,334
0.2424809982171109,1.6485987231000956,robust,100,334
0.705,1.278,trad,1000,334
0.12406601499785896,1.8587329389726233,robust,1000,334
-0.271,2.039,trad,10,335
-0.016664198713323142,1.784342090168864,robust,10,335
0.276,1.424,trad,100,335
-0.020108644104662954,1.7205449391027963,robust,100,335
0.886,1.24,trad,1000,335
0.7612873976327086,1.363987360529441,robust,1000,335
1.205,7.281,trad,10,336
0.34351410348367883,8.142334138069284,robust,10,336
1.467,2.219,trad,100,336
1.2126447115154193,2.4732575915827972,robust,100,336
0.941,1.298,trad,1000,336
0.7560151835762434,1.4825629540050775,robust,1000,336
1.748,4.324,trad,10,337
2.155402067946026,3.9161017042358086,robust,10,337
1.294,2.171,trad,100,337
1.0140420485004031,2.4506209854467045,robust,100,337
0.539,0.958,trad,1000,337
0.41950204537871605,1.0771107052915951,robust,1000,337
-0.76,2.071,trad,10,338
-0.5018639757856472,1.812894477971453,robust,10,338
0.572,2.101,trad,100,338
-0.04100549994965563,2.714223859630379,robust,100,338
0.986,1.333,trad,1000,338
0.8703812871535367,1.4487885829703502,robust,1000,338
-6.675,3.375,trad,10,339
-8.120589723385175,4.820935702961157,robust,10,339
0.741,1.757,trad,100,339
0.3249181043910171,2.1733550896183553,robust,100,339
1.094,1.476,trad,1000,339
0.9646093683398114,1.6047599952415985,robust,1000,339
-0.986,3.404,trad,10,340
0.10707747267079659,2.3109239537407014,robust,10,340
0.836,2.113,trad,100,340
0.48512798774489607,2.463163325359083,robust,100,340
0.846,1.215,trad,1000,340
0.7467599572465076,1.3138812564569198,robust,1000,340
-2.229,1.216,trad,10,341
-2.3932208140794016,1.3800934977772028,robust,10,341
-0.528,1.064,trad,100,341
-0.9586985814085229,1.4943202945960727,robust,100,341
0.794,1.152,trad,1000,341
0.686927117740209,1.2585963411535948,robust,1000,341
-0.353,1.356,trad,10,342
-0.19544309550555738,1.1989329552537362,robust,10,342
0.967,1.94,trad,100,342
0.6822042374674405,2.2246910323089697,robust,100,342
0.703,1.144,trad,1000,342
0.5463047681228628,1.3005458817169626,robust,1000,342
-0.259,3.158,trad,10,343
-0.2025637479501663,3.101722845260578,robust,10,343
-0.216,1.003,trad,100,343
-0.557565686646004,1.3452757226781502,robust,100,343
0.934,1.502,trad,1000,343
0.5638534160491826,1.8729081152605707,robust,1000,343
-2.051,1.516,trad,10,344
-1.4624211203773667,0.9275057961017672,robust,10,344
-0.391,2.082,trad,100,344
-2.173030356901765,3.8645671601850706,robust,100,344
0.672,1.144,trad,1000,344
0.4802868613955434,1.3357983522123773,robust,1000,344
-3.439,2.475,trad,10,345
-2.4940860850746414,1.5308292102812051,robust,10,345
0.554,1.561,trad,100,345
0.3081541244238921,1.807199434474124,robust,100,345
0.597,1.043,trad,1000,345
0.4260124436515456,1.2145061076718104,robust,1000,345
0.905,3.861,trad,10,346
1.1128572228463265,3.6538104106597817,robust,10,346
-0.483,1.116,trad,100,346
-0.9366483267585624,1.5697987338098236,robust,100,346
0.629,1.166,trad,1000,346
0.3042000284411599,1.49044375954804,robust,1000,346
-0.698,2.72,trad,10,347
-0.6964941721460844,2.718590471210404,robust,10,347
-0.732,0.317,trad,100,347
-1.275675659653429,0.859981449284904,robust,100,347
0.562,0.968,trad,1000,347
0.4335453031035233,1.0960400727482527,robust,1000,347
-1.269,1.191,trad,10,348
-1.3798129458454658,1.3013143679459689,robust,10,348
-1.7,0.39,trad,100,348
-2.575351716565299,1.2654576640673811,robust,100,348
0.819,1.197,trad,1000,348
0.7143861983675595,1.30134949639285,robust,1000,348
-2.548,3.224,trad,10,349
-2.19412295446813,2.8695425805321615,robust,10,349
0.603,1.996,trad,100,349
0.3782171382755285,2.220970526412192,robust,100,349
0.768,1.233,trad,1000,349
0.5494153571155305,1.451691323117428,robust,1000,349
-0.864,3.482,trad,10,350
-1.2968013243466467,3.9152235113544025,robust,10,350
0.451,2.038,trad,100,350
0.03725406695309652,2.451317425980892,robust,100,350
1.093,1.592,trad,1000,350
0.8669063430410681,1.8188355318359868,robust,1000,350
1.126,2.771,trad,10,351
1.2148851155656835,2.681727273472496,robust,10,351
0.455,1.376,trad,100,351
0.23237785077374462,1.5986721708302158,robust,100,351
0.721,1.158,trad,1000,351
0.536738495541056,1.3417794243290864,robust,1000,351
0.431,8.313,trad,10,352
3.212575529467494,5.532383913583469,robust,10,352
0.355,1.93,trad,100,352
-0.1428156188656291,2.4281900483825263,robust,100,352
0.767,1.163,trad,1000,352
0.5958446804966939,1.3340660341444117,robust,1000,352
0.103,3.687,trad,10,353
-0.09845717836215173,3.889226729432142,robust,10,353
1.458,3.41,trad,100,353
0.35444304097445567,4.513985138145677,robust,100,353
0.687,1.08,trad,1000,353
0.5353960453591601,1.2318377613653335,robust,1000,353
-1.754,3.503,trad,10,354
-0.9515225039672308,2.700696335564813,robust,10,354
0.929,2.122,trad,100,354
0.5977391702648995,2.4535010756180817,robust,100,354
0.962,1.41,trad,1000,354
0.7883125433717076,1.58402490862438,robust,1000,354
-0.386,4.481,trad,10,355
-0.19780095002118614,4.292097824968484,robust,10,355
-0.266,0.632,trad,100,355
-0.46598868850962505,0.8317758350128776,robust,100,355
0.795,1.226,trad,1000,355
0.6455093536247151,1.3745454538604842,robust,1000,355
-2.554,1.549,trad,10,356
-2.242484094142005,1.2370567808495747,robust,10,356
0.316,1.355,trad,100,356
-0.04006918249452618,1.7106296951244602,robust,100,356
0.557,1.037,trad,1000,356
0.3884777624467342,1.2052318986051185,robust,1000,356
0.226,3.447,trad,10,357
0.29676404698231984,3.3757632273713662,robust,10,357
0.111,1.345,trad,100,357
-0.002255567627273858,1.4575098643707514,robust,100,357
1.173,1.78,trad,1000,357
0.8173434151190568,2.1358544314056243,robust,1000,357
1.677,3.747,trad,10,358
1.8401752103831872,3.5838885048965516,robust,10,358
0.71,3.016,trad,100,358
0.09502603769500029,3.6310070303063946,robust,100,358
1.182,1.635,trad,1000,358
0.9584741352528263,1.8589256227346629,robust,1000,358
1.515,8.333,trad,10,359
1.3428091511616107,8.504901091568849,robust,10,359
