lower_ci,upper_ci,method,n,iter
0.8396598437469747,1.9992826112608189,robust,100,500
0.715,1.163,trad,1000,500
0.5517909948783661,1.326357902614435,robust,1000,500
-2.853,2.434,trad,10,501
-2.242219141634936,1.8234140615679826,robust,10,501
0.398,1.473,trad,100,501
0.12063452553425313,1.7511473113256166,robust,100,501
0.795,1.272,trad,1000,501
0.5433390674694077,1.5235203925464886,robust,1000,501
-1.698,2.679,trad,10,502
-1.0557992757969703,2.037477217855112,robust,10,502
-0.424,1.147,trad,100,502
-0.7603516186754029,1.4833343009023636,robust,100,502
1.038,1.411,trad,1000,502
0.8959311747228885,1.553103473221007,robust,1000,502
-2.169,-0.056,trad,10,503
-1.8715973560267283,-0.3533002776667573,robust,10,503
-0.451,0.655,trad,100,503
-1.0683070960596606,1.2726297832946618,robust,100,503
1.121,1.497,trad,1000,503
0.9850051968203638,1.6338194661675298,robust,1000,503
-1.1,2.293,trad,10,504
-0.43754213853707014,1.6298182259892362,robust,10,504
0.825,1.96,trad,100,504
0.4377601336167507,2.3472081832070426,robust,100,504
0.375,0.884,trad,1000,504
0.15493076479419582,1.1040377290596826,robust,1000,504
-2.858,4.11,trad,10,505
-3.1145067246038223,4.366471922459629,robust,10,505
0.892,2.178,trad,100,505
0.4358959461279308,2.634670815520079,robust,100,505
0.957,1.362,trad,1000,505
0.7845801023094134,1.5341545828124725,robust,1000,505
-1.785,3.372,trad,10,506
-1.5925206576472264,3.1798560109871903,robust,10,506
1.174,2.248,trad,100,506
1.0070510098350471,2.4145805635468442,robust,100,506
0.902,1.265,trad,1000,506
0.7720688152864161,1.3949687899269945,robust,1000,506
-0.497,6.499,trad,10,507
0.9980859472344399,5.0043617343748785,robust,10,507
0.716,2.309,trad,100,507
0.0680149427636918,2.956843249628,robust,100,507
0.652,1.021,trad,1000,507
0.5366741255608957,1.1367505887311569,robust,1000,507
-1.309,0.976,trad,10,508
-0.647027396528132,0.3138787538171529,robust,10,508
0.349,1.398,trad,100,508
0.04194625174906097,1.705080431749794,robust,100,508
0.426,0.954,trad,1000,508
0.1593018181112189,1.220136440868591,robust,1000,508
-0.385,1.491,trad,10,509
-0.35297375268602416,1.4589681773279706,robust,10,509
-0.167,1.031,trad,100,509
-0.5014664242341231,1.365206623348814,robust,100,509
1.016,1.447,trad,1000,509
0.8340248661499214,1.6297696392319154,robust,1000,509
0.635,3.946,trad,10,510
1.1186272734276435,3.4625360323532375,robust,10,510
0.567,1.768,trad,100,510
0.21359524932317053,2.1214380973167293,robust,100,510
0.85,1.234,trad,1000,510
0.7268453119190472,1.3565919269889222,robust,1000,510
-1.946,0.867,trad,10,511
-1.7871212551365983,0.7084417142823278,robust,10,511
0.547,1.924,trad,100,511
0.3200788167592681,2.151367974129,robust,100,511
0.669,1.063,trad,1000,511
0.5116228835387975,1.2202321904254259,robust,1000,511
-0.652,2.018,trad,10,512
-0.6086723038759236,1.974874744033612,robust,10,512
0.762,1.871,trad,100,512
0.4888502021460577,2.1445301563746026,robust,100,512
0.849,1.278,trad,1000,512
0.7010421386076835,1.425593497474326,robust,1000,512
0.138,3.974,trad,10,513
0.36500336885388207,3.747114666051539,robust,10,513
1.103,2.027,trad,100,513
0.8834634867253264,2.246285601302299,robust,100,513
0.849,1.247,trad,1000,513
0.7235224701576469,1.3726522807493935,robust,1000,513
0.23,0.94,trad,10,514
0.34381914988195983,0.8259444084677539,robust,10,514
0.505,1.558,trad,100,514
0.28825672124783897,1.7747093639871245,robust,100,514
0.248,0.677,trad,1000,514
0.09142225658242836,0.8335174797341482,robust,1000,514
-2.296,2.27,trad,10,515
-1.9009461399259509,1.8748808812361093,robust,10,515
1.062,1.919,trad,100,515
0.9372546379139364,2.0442210415681634,robust,100,515
0.999,1.422,trad,1000,515
0.8584986252187005,1.5622732221452393,robust,1000,515
-0.557,2.123,trad,10,516
-0.279881139115714,1.8456981844306934,robust,10,516
0.278,1.425,trad,100,516
-0.05376378545088811,1.7576149594092696,robust,100,516
0.701,1.102,trad,1000,516
0.5583421613154516,1.2442936439006156,robust,1000,516
-0.002,2.81,trad,10,517
0.10197331514243468,2.7068730490021125,robust,10,517
0.708,1.909,trad,100,517
0.38789257431545465,2.228602426393134,robust,100,517
0.589,1.09,trad,1000,517
0.32620869433686317,1.3531622094904836,robust,1000,517
-2.064,2.135,trad,10,518
-0.8941577057582271,0.96466664100837,robust,10,518
-0.155,0.962,trad,100,518
-0.313742613018146,1.1202685324380899,robust,100,518
0.705,1.127,trad,1000,518
0.5563936388338488,1.2758766542307551,robust,1000,518
-1.67,3.92,trad,10,519
-1.3692474662841052,3.6196686861102885,robust,10,519
0.588,1.742,trad,100,519
0.3810622403123862,1.9493203283305591,robust,100,519
0.464,0.971,trad,1000,519
0.17455820489600737,1.2609075356419681,robust,1000,519
1.217,3.075,trad,10,520
1.1236723838930844,3.1680716291026645,robust,10,520
-0.968,0.425,trad,100,520
-1.4685096234314203,0.924866875531646,robust,100,520
0.846,1.277,trad,1000,520
0.6782509923409519,1.444199054787588,robust,1000,520
-2.763,1.288,trad,10,521
-2.63543679934958,1.1602695756726638,robust,10,521
0.065,1.206,trad,100,521
-0.32654795523001334,1.5966374567992991,robust,100,521
0.757,1.137,trad,1000,521
0.6600132030773574,1.233790385268863,robust,1000,521
-3.181,2.035,trad,10,522
-2.7785538581245444,1.6325392422162246,robust,10,522
0.41,1.494,trad,100,522
0.17346728857651628,1.7302077442489832,robust,100,522
0.715,1.118,trad,1000,522
0.5689054884480497,1.2641784369296047,robust,1000,522
1.188,2.492,trad,10,523
1.1851343505606275,2.4950627204762794,robust,10,523
-0.025,1.072,trad,100,523
-0.4049952614142962,1.452304168408932,robust,100,523
0.646,0.995,trad,1000,523
0.5490972641765657,1.092013429597894,robust,1000,523
0.021,2.035,trad,10,524
0.2927931380356298,1.763079057043111,robust,10,524
0.528,1.813,trad,100,524
-0.04252775858652669,2.384407697889944,robust,100,524
0.638,1.054,trad,1000,524
0.42012450169913934,1.2718099108114673,robust,1000,524
0.534,2.497,trad,10,525
0.34825802197573874,2.6828599486155387,robust,10,525
0.38,1.695,trad,100,525
0.06473829524194497,2.0102083052688884,robust,100,525
0.634,0.999,trad,1000,525
0.488363660675892,1.144506857440303,robust,1000,525
0.809,3.243,trad,10,526
1.1599960228129476,2.8921613043662866,robust,10,526
0.406,1.752,trad,100,526
0.18140220930193462,1.976567959493749,robust,100,526
0.591,1.004,trad,1000,526
0.44662548418491177,1.1487030841050303,robust,1000,526
0.742,2.896,trad,10,527
0.9012772489291123,2.7366721653923016,robust,10,527
0.382,1.386,trad,100,527
0.18852845083706005,1.5801092678232158,robust,100,527
0.647,1.109,trad,1000,527
0.4820606210552217,1.2745803800202027,robust,1000,527
-0.434,3.009,trad,10,528
-0.2676489669691473,2.8427178233022956,robust,10,528
0.922,1.928,trad,100,528
0.5833117261614248,2.2664509100563275,robust,100,528
0.572,1.035,trad,1000,528
0.35160834211172376,1.2550890348231583,robust,1000,528
-0.848,3.031,trad,10,529
-0.19272825392101245,2.3755923615986707,robust,10,529
-0.399,0.942,trad,100,529
-0.8366147016760873,1.3795433018657146,robust,100,529
1.184,1.626,trad,1000,529
0.9542032827201659,1.855261074079421,robust,1000,529
2.331,4.69,trad,10,530
2.2820727156859726,4.739279264142327,robust,10,530
1.132,2.508,trad,100,530
0.7111151365207964,2.9296234282296365,robust,100,530
0.864,1.221,trad,1000,530
0.7320257275311598,1.3533109397097673,robust,1000,530
-0.919,5.066,trad,10,531
-0.37177841161174596,4.518479190833769,robust,10,531
0.58,1.514,trad,100,531
0.33092253950687567,1.7629680714332898,robust,100,531
0.831,1.283,trad,1000,531
0.6184186678232261,1.4963013862032772,robust,1000,531
-1.303,2.161,trad,10,532
-0.7926335563818758,1.6497724800537592,robust,10,532
0.409,1.472,trad,100,532
0.14040735853519037,1.7406142056525475,robust,100,532
0.415,0.858,trad,1000,532
0.25704716323815047,1.0156550170853174,robust,1000,532
-2.672,0.174,trad,10,533
-2.1303763145817376,-0.3676504682368713,robust,10,533
0.169,1.25,trad,100,533
0.026929698570711258,1.3923636087065172,robust,100,533
0.725,1.151,trad,1000,533
0.5425079811550746,1.3333039455323743,robust,1000,533
1.441,2.161,trad,10,534
1.587574612484766,2.0146082169974613,robust,10,534
1.67,3.164,trad,100,534
0.915367927998463,3.917716293869722,robust,100,534
0.819,1.229,trad,1000,534
0.7012457109595085,1.347160185168869,robust,1000,534
-1.572,0.976,trad,10,535
-1.0962821153309654,0.5000448781491382,robust,10,535
-0.573,1.076,trad,100,535
-1.0863163213967146,1.5895684662894758,robust,100,535
0.814,1.19,trad,1000,535
0.6875687197923914,1.3160368936521485,robust,1000,535
-3.988,6.473,trad,10,536
-1.804607218009432,4.289614484180456,robust,10,536
0.962,1.988,trad,100,536
0.746481037160859,2.203296329578234,robust,100,536
0.959,1.296,trad,1000,536
0.8423712313214875,1.413061520445641,robust,1000,536
-1.47,2.276,trad,10,537
-0.9424846687263608,1.7488812046221929,robust,10,537
0.867,1.977,trad,100,537
0.5854847815767955,2.259123008704024,robust,100,537
0.937,1.287,trad,1000,537
0.8275203546830799,1.3959192346690963,robust,1000,537
0.4,3.268,trad,10,538
0.5892054816312806,3.079093620094551,robust,10,538
1.069,2.21,trad,100,538
0.3926621939786623,2.8864213277688453,robust,100,538
0.935,1.365,trad,1000,538
0.7680294007744215,1.5311638672710686,robust,1000,538
1.308,3.865,trad,10,539
1.2580886078612052,3.915154505184129,robust,10,539
0.233,1.624,trad,100,539
-0.33911613377535454,2.1960405251422457,robust,100,539
0.86,1.282,trad,1000,539
0.6860931143786173,1.4560794854432397,robust,1000,539
0.587,1.981,trad,10,540
0.7726365888475843,1.7946908402747002,robust,10,540
-0.134,1.046,trad,100,540
-0.9273862616389718,1.8394223275931019,robust,100,540
0.728,1.094,trad,1000,540
0.5662798182897175,1.255951238852588,robust,1000,540
1.665,4.234,trad,10,541
1.4584088691461765,4.440765594821959,robust,10,541
0.064,1.279,trad,100,541
-0.11178774495585364,1.4551583770746022,robust,100,541
0.765,1.198,trad,1000,541
0.581783385171735,1.3813049901305399,robust,1000,541
-0.93,6.734,trad,10,542
-0.8695093545002623,6.672912466829281,robust,10,542
-0.879,1.006,trad,100,542
-1.8288310452815517,1.9555741014215446,robust,100,542
1.062,1.489,trad,1000,542
0.8452644269477703,1.7051530610488226,robust,1000,542
-4.996,5.269,trad,10,543
-2.940053602092782,3.213073247135244,robust,10,543
-1.727,0.237,trad,100,543
-2.5430560467688648,1.0535591404951323,robust,100,543
0.518,0.92,trad,1000,543
0.3215381357295594,1.1163701544636673,robust,1000,543
-0.845,3.475,trad,10,544
-0.262804784390799,2.892198103293425,robust,10,544
-0.229,1.315,trad,100,544
-0.6659863407070344,1.7519161336864713,robust,100,544
0.907,1.332,trad,1000,544
0.7109893831521,1.5289412079967808,robust,1000,544
-1.041,2.4,trad,10,545
-0.9711853025684068,2.3299399889992887,robust,10,545
-0.135,1.365,trad,100,545
-0.76328184961315,1.993143096710556,robust,100,545
0.677,1.09,trad,1000,545
0.545228628008418,1.221102626572693,robust,1000,545
0.127,3.382,trad,10,546
0.25092474389708186,3.257642347519547,robust,10,546
0.359,2.866,trad,100,546
-0.5192400444715475,3.7442171846061525,robust,100,546
0.777,1.171,trad,1000,546
0.6411926162519315,1.306818893727511,robust,1000,546
-5.506,1.431,trad,10,547
-5.270702098386579,1.1950191939801207,robust,10,547
0.908,1.779,trad,100,547
0.600533630751913,2.086605202550058,robust,100,547
0.652,1.069,trad,1000,547
0.45622029646736717,1.264155908432752,robust,1000,547
-3.858,1.243,trad,10,548
-2.5956948002062843,-0.01967438066109306,robust,10,548
0.564,1.352,trad,100,548
0.3961450110840825,1.5198787212768885,robust,100,548
0.892,1.244,trad,1000,548
0.8049193485065314,1.3317802997496895,robust,1000,548
0.892,3.838,trad,10,549
1.078899869917224,3.6506082919403777,robust,10,549
0.255,1.086,trad,100,549
0.02352534222687863,1.317308413598347,robust,100,549
0.786,1.216,trad,1000,549
0.6113300355956572,1.390786394248945,robust,1000,549
-8.117,-2.112,trad,10,550
-8.525238705511866,-1.7043419023298374,robust,10,550
1.158,2.257,trad,100,550
0.6971416057273356,2.718373487737083,robust,100,550
0.821,1.261,trad,1000,550
0.6469742599904782,1.4344132584893785,robust,1000,550
-0.441,2.868,trad,10,551
-0.6245345579097612,3.0512962726661668,robust,10,551
1.487,3.035,trad,100,551
0.656792694476666,3.8645965754011966,robust,100,551
0.761,1.294,trad,1000,551
0.5383181009586181,1.51672432268307,robust,1000,551
-1.737,2.341,trad,10,552
-1.8026339718512352,2.406539421789807,robust,10,552
-0.779,0.929,trad,100,552
-1.4785241945167888,1.6278984497978868,robust,100,552
0.638,1.013,trad,1000,552
0.5037502337290163,1.1465603446516277,robust,1000,552
-3.188,1.42,trad,10,553
-2.9460599529124667,1.1777258687620962,robust,10,553
0.646,1.788,trad,100,553
0.28027403320587674,2.1538709759827874,robust,100,553
0.859,1.289,trad,1000,553
0.6797460691066837,1.468509293914472,robust,1000,553
-1.56,1.023,trad,10,554
-1.1763814557867236,0.639484803377521,robust,10,554
0.792,2.232,trad,100,554
0.4787605512786044,2.5451353677204036,robust,100,554
0.727,1.128,trad,1000,554
0.5725095509463238,1.2822830685200912,robust,1000,554
0.957,3.272,trad,10,555
1.28561168822926,2.943375991529184,robust,10,555
1.688,3.75,trad,100,555
1.109395700732007,4.328394023896984,robust,100,555
0.96,1.296,trad,1000,555
0.8431412744216618,1.4135199118477606,robust,1000,555
-4.428,2.438,trad,10,556
-3.8018989512885044,1.811528287240341,robust,10,556
1.445,3.257,trad,100,556
0.7591095407332216,3.942876487228463,robust,100,556
0.983,1.365,trad,1000,556
0.8510119721641853,1.4967248471061234,robust,1000,556
-1.169,3.287,trad,10,557
-0.5969838315313998,2.7158948432346417,robust,10,557
-0.059,1.733,trad,100,557
-0.41728443956108285,2.091357715148991,robust,100,557
0.693,1.124,trad,1000,557
0.5540486591095262,1.262837120211768,robust,1000,557
-1.499,1.767,trad,10,558
-1.3667491566219026,1.634897458525081,robust,10,558
-0.351,1.122,trad,100,558
-0.7435235413396715,1.5152481709339107,robust,100,558
0.792,1.204,trad,1000,558
0.6069617099265726,1.3890438636043188,robust,1000,558
-0.42,3.357,trad,10,559
-0.7309700742755638,3.667809151405062,robust,10,559
0.014,1.234,trad,100,559
-0.29422243130489645,1.5422796648390666,robust,100,559
0.391,0.78,trad,1000,559
0.2685836643686073,0.9018479045556116,robust,1000,559
-0.283,1.233,trad,10,560
-0.2336526277048302,1.1844973805960728,robust,10,560
-1.234,0.563,trad,100,560
-1.770360593091335,1.098802850645421,robust,100,560
0.758,1.205,trad,1000,560
0.5989192299915369,1.3633306601816797,robust,1000,560
-0.083,3.799,trad,10,561
0.13573756696176797,3.5807779803622406,robust,10,561
0.205,2.319,trad,100,561
-1.0838054754565072,3.6076103954911085,robust,100,561
0.913,1.346,trad,1000,561
0.7638447553447337,1.494768575062479,robust,1000,561
-0.597,1.182,trad,10,562
-0.4894115295809196,1.07461823656943,robust,10,562
0.771,1.742,trad,100,562
0.5400749946764962,1.9721273936991202,robust,100,562
0.757,1.111,trad,1000,562
0.6031643504525818,1.2644535312511134,robust,1000,562
-0.143,1.86,trad,10,563
-0.16888259095533675,1.8853273014171688,robust,10,563
0.735,1.701,trad,100,563
0.6040017210666957,1.8320316581620408,robust,100,563
0.649,1.174,trad,1000,563
0.294454566453315,1.5286303167850215,robust,1000,563
0.042,1.597,trad,10,564
0.054520817846194225,1.58421646738917,robust,10,564
-0.201,0.784,trad,100,564
-0.3461056912925938,0.929953692131587,robust,100,564
0.526,0.974,trad,1000,564
0.3028526463338012,1.19713277698,robust,1000,564
-7.911,0.525,trad,10,565
-8.666591845202191,1.2799943805625178,robust,10,565
0.866,1.707,trad,100,565
0.5849735544842881,1.9878007367650103,robust,100,565
0.837,1.25,trad,1000,565
0.6618148384878092,1.4253099114594932,robust,1000,565
-1.059,1.849,trad,10,566
-0.9823936395322994,1.771847661037748,robust,10,566
-0.504,0.851,trad,100,566
-0.7820540500137709,1.129032700411789,robust,100,566
0.956,1.44,trad,1000,566
0.790543118118884,1.6048636865419228,robust,1000,566
-0.378,3.763,trad,10,567
-0.3143216309085244,3.6998743475739957,robust,10,567
0.466,1.718,trad,100,567
-0.010930833349342306,2.19507538837703,robust,100,567
0.766,1.272,trad,1000,567
0.5631904113640648,1.4742593879881247,robust,1000,567
-0.07,2.916,trad,10,568
0.5198241830822639,2.326581289457629,robust,10,568
-0.596,0.698,trad,100,568
-0.8026949461743063,0.9053057072839277,robust,100,568
0.675,1.087,trad,1000,568
0.5227528391265883,1.2391490852121412,robust,1000,568
0.338,3.926,trad,10,569
0.6674902376776806,3.5962444988469318,robust,10,569
-0.277,0.602,trad,100,569
-0.4669673698642142,0.7926303101370995,robust,100,569
0.859,1.268,trad,1000,569
0.6834871648960715,1.4438701512655432,robust,1000,569
-3.345,-0.132,trad,10,570
-3.2986486675027273,-0.1782687835892527,robust,10,570
0.048,1.404,trad,100,570
-0.16875044499212188,1.6207901081840657,robust,100,570
0.563,1.029,trad,1000,570
0.37523987118483604,1.2169049815358224,robust,1000,570
-1.55,2.427,trad,10,571
-1.5907900930831924,2.4677439954706384,robust,10,571
1.264,2.176,trad,100,571
1.1081648786221796,2.3319085264522217,robust,100,571
0.68,1.163,trad,1000,571
0.46375349671035493,1.3789290745226859,robust,1000,571
1.004,5.192,trad,10,572
0.7837032799147119,5.412441175301052,robust,10,572
0.278,1.174,trad,100,572
0.05006616735828373,1.4019767065480617,robust,100,572
0.639,1.034,trad,1000,572
0.5160942581332597,1.1569288664750281,robust,1000,572
-2.581,9.383,trad,10,573
-3.4511181637397423,10.252611816922188,robust,10,573
-0.601,0.957,trad,100,573
-1.03435923018631,1.3899683000206517,robust,100,573
0.779,1.131,trad,1000,573
0.656982752049831,1.2531109821497828,robust,1000,573
-0.22,6.583,trad,10,574
0.06195492114894963,6.301239403566887,robust,10,574
0.629,1.883,trad,100,574
0.13778874829820364,2.373538325314569,robust,100,574
0.724,1.169,trad,1000,574
0.5087714297900957,1.3840562379969037,robust,1000,574
-0.976,2.665,trad,10,575
-0.7947135722089059,2.4835895154992564,robust,10,575
0.023,1.408,trad,100,575
-0.6488433345471154,2.079713636125315,robust,100,575
0.775,1.242,trad,1000,575
0.5301451414982141,1.4863030456972264,robust,1000,575
0.474,2.532,trad,10,576
0.9169778574583837,2.088380238263077,robust,10,576
1.029,1.945,trad,100,576
0.9000905235264248,2.073378242213506,robust,100,576
0.444,0.894,trad,1000,576
0.19870702258785378,1.1394974547339691,robust,1000,576
0.15,6.191,trad,10,577
-0.052712158732505454,6.394186260435612,robust,10,577
0.652,1.822,trad,100,577
0.32894862227153177,2.145233890312765,robust,100,577
0.943,1.333,trad,1000,577
0.8044628967616423,1.4716340381964255,robust,1000,577
-1.592,1.205,trad,10,578
-1.3084919970022628,0.9218004644673033,robust,10,578
-0.193,0.885,trad,100,578
-0.32987454893556956,1.022151894596651,robust,100,578
0.886,1.344,trad,1000,578
0.6602210080961879,1.5694712912890896,robust,1000,578
-0.997,1.392,trad,10,579
-0.7559951023420387,1.1513164333146226,robust,10,579
0.355,1.697,trad,100,579
-0.05801711753549177,2.1101908106896383,robust,100,579
0.611,1.069,trad,1000,579
0.4163163734153846,1.263325420745107,robust,1000,579
2.444,5.598,trad,10,580
2.9470270083536416,5.0955768904115555,robust,10,580
0.86,2.736,trad,100,580
0.41823110082982073,3.1775594847104873,robust,100,580
1.012,1.455,trad,1000,580
0.7773278764380219,1.6896121077722608,robust,1000,580
0.478,3.309,trad,10,581
0.9867745704242485,2.8003119455466203,robust,10,581
-1.443,0.329,trad,100,581
-2.4313546364786913,1.3172597903903354,robust,100,581
0.859,1.264,trad,1000,581
0.6777879386394337,1.445308024685838,robust,1000,581
-0.468,5.456,trad,10,582
-0.21367282971291512,5.201474639803079,robust,10,582
0.768,1.964,trad,100,582
0.4273731525563793,2.30434395345324,robust,100,582
0.805,1.206,trad,1000,582
0.6636986814118897,1.3474316701209403,robust,1000,582
-1.09,7.583,trad,10,583
-1.3388281376352724,7.831911667705392,robust,10,583
1.207,2.314,trad,100,583
0.8222342594194312,2.698545069708376,robust,100,583
0.185,0.823,trad,1000,583
-0.42993348543467624,1.4378047734920867,robust,1000,583
-1.667,2.074,trad,10,584
-1.3930609521695723,1.7995322111234535,robust,10,584
0.377,1.357,trad,100,584
0.14574222746865184,1.5881089375139128,robust,100,584
0.511,0.958,trad,1000,584
0.2803727908644831,1.1886314924378938,robust,1000,584
1.124,3.101,trad,10,585
1.297656506834902,2.92760677048527,robust,10,585
0.665,1.427,trad,100,585
0.47184014938419383,1.6205012746566378,robust,100,585
0.707,1.103,trad,1000,585
0.5473470525283153,1.2626507174980865,robust,1000,585
-0.997,1.895,trad,10,586
-0.2936196723312509,1.1921037474354952,robust,10,586
0.603,1.926,trad,100,586
0.1521715448931087,2.376721675536067,robust,100,586
0.541,0.997,trad,1000,586
0.3527950654935846,1.184606152167024,robust,1000,586
-0.888,4.353,trad,10,587
-0.36929828100092443,3.8340549803048267,robust,10,587
0.629,1.597,trad,100,587
0.24998017103581394,1.975749193769901,robust,100,587
1.054,1.493,trad,1000,587
0.8959652830766934,1.6519678304420933,robust,1000,587
-0.522,3.709,trad,10,588
0.24464653557232352,2.942317943031389,robust,10,588
0.553,1.943,trad,100,588
0.15939143154669644,2.3368316216328493,robust,100,588
0.969,1.406,trad,1000,588
0.8044119247784121,1.5706370673759356,robust,1000,588
-0.213,1.467,trad,10,589
-0.20020913591705758,1.454374193525143,robust,10,589
-0.813,1.33,trad,100,589
-1.920830874955137,2.4385913992731068,robust,100,589
0.583,1.062,trad,1000,589
0.2897293083999203,1.3550690927284776,robust,1000,589
0.494,2.022,trad,10,590
0.49276030186000763,2.0225188122149547,robust,10,590
0.528,2.022,trad,100,590
0.0236699683863264,2.5261947567337124,robust,100,590
0.986,1.47,trad,1000,590
0.7029696891566335,1.7535562610450954,robust,1000,590
-1.54,4.073,trad,10,591
-0.11128690488403814,2.6436959430102616,robust,10,591
0.043,1.6,trad,100,591
-0.20185531316574867,1.845300896099035,robust,100,591
0.799,1.172,trad,1000,591
0.6817544898171586,1.2890976142819446,robust,1000,591
-0.905,2.184,trad,10,592
-0.8827858459578659,2.1620773795426924,robust,10,592
-0.435,1.073,trad,100,592
-1.2206437259673681,1.858767988107237,robust,100,592
0.735,1.164,trad,1000,592
0.5211874786509563,1.3783338674236154,robust,1000,592
-0.944,2.293,trad,10,593
-0.5928322749021809,1.9417991451466707,robust,10,593
1.48,2.425,trad,100,593
1.1498732876640063,2.7554526450684675,robust,100,593
1.164,1.538,trad,1000,593
1.029615018373664,1.672489674221279,robust,1000,593
1.596,4.632,trad,10,594
2.3229217678191825,3.905010402392116,robust,10,594
-0.476,0.421,trad,100,594
-0.767097664249859,0.7117045503846868,robust,100,594
0.795,1.18,trad,1000,594
0.6335628718927248,1.3418500736350092,robust,1000,594
0.762,3.306,trad,10,595
1.069898267998671,2.998224931061318,robust,10,595
0.154,1.027,trad,100,595
-0.013575660327893924,1.1944239183480128,robust,100,595
0.707,1.095,trad,1000,595
0.5836027021565113,1.2181883209504933,robust,1000,595
-0.411,1.787,trad,10,596
-0.15364718223277163,1.5292916228747229,robust,10,596
0.173,1.063,trad,100,596
-0.21481142928581554,1.4514874189825773,robust,100,596
0.69,1.139,trad,1000,596
0.4461323448930208,1.383342536744185,robust,1000,596
0.137,1.973,trad,10,597
0.2608621365850675,1.8493075351789,robust,10,597
0.638,1.722,trad,100,597
0.3954866031407297,1.9641922538451162,robust,100,597
0.673,1.064,trad,1000,597
0.4976060704913618,1.2394982090695688,robust,1000,597
1.746,2.632,trad,10,598
1.8524484170323132,2.5254320712474785,robust,10,598
0.935,2.466,trad,100,598
0.5585377699208516,2.8424059073549284,robust,100,598
1.067,1.46,trad,1000,598
0.9594339542088894,1.5671734472148473,robust,1000,598
-2.468,1.379,trad,10,599
-2.073535540393006,0.9841732969643578,robust,10,599
0.675,1.789,trad,100,599
0.42509827085642127,2.0392487229356453,robust,100,599
0.533,1.006,trad,1000,599
0.29113665820372814,1.248420576182672,robust,1000,599
-1.036,5.596,trad,10,600
-1.2426517338067362,5.802405018549829,robust,10,600
0.499,1.422,trad,100,600
0.43326060577910686,1.4877237281220548,robust,100,600
0.834,1.226,trad,1000,600
0.6936796651425388,1.3667195008161923,robust,1000,600
-3.139,5.041,trad,10,601
-0.7615074705032399,2.662959220311304,robust,10,601
0.631,2.032,trad,100,601
0.2268955453428907,2.436575107344237,robust,100,601
0.787,1.328,trad,1000,601
0.47130640591188455,1.643692928093451,robust,1000,601
-3.9,2.853,trad,10,602
-4.247461557718559,3.2002017021133855,robust,10,602
0.405,1.369,trad,100,602
0.04328185863503964,1.7306937160969411,robust,100,602
0.598,0.995,trad,1000,602
0.46697879420535643,1.12587591966928,robust,1000,602
1.92,5.615,trad,10,603
2.1715886509750923,5.3637274038182685,robust,10,603
0.923,1.818,trad,100,603
0.6918298979949404,2.0486121004460807,robust,100,603
0.696,1.086,trad,1000,603
0.5411937633478232,1.2415983517511437,robust,1000,603
-0.27,2.229,trad,10,604
-0.19926710284330762,2.1582376177943927,robust,10,604
-0.77,0.788,trad,100,604
-1.4099946002202177,1.4280816394964733,robust,100,604
1.112,1.567,trad,1000,604
0.9442517725895342,1.7345953860434289,robust,1000,604
-1.006,2.07,trad,10,605
-0.7326674827199535,1.7973232512138608,robust,10,605
0.959,2.028,trad,100,605
0.7101097525002108,2.2777682257283622,robust,100,605
0.747,1.187,trad,1000,605
0.5998156257281156,1.3332153192625924,robust,1000,605
-1.486,-0.488,trad,10,606
-1.2294675982591168,-0.7438947731438335,robust,10,606
-0.41,0.512,trad,100,606
-0.5996791047794289,0.7015176364086572,robust,100,606
0.945,1.359,trad,1000,606
0.8091181809094727,1.4949937014429164,robust,1000,606
-0.915,0.643,trad,10,607
-0.760826993282313,0.4886369029322829,robust,10,607
1.019,2.397,trad,100,607
0.5950877143964235,2.8204323380199057,robust,100,607
0.901,1.327,trad,1000,607
0.7117803063042951,1.5162447570722575,robust,1000,607
-0.186,1.302,trad,10,608
-0.07123644177040844,1.1874902973590524,robust,10,608
0.276,1.686,trad,100,608
-0.19120710227275772,2.1529823681099036,robust,100,608
0.696,1.092,trad,1000,608
0.5334944640179016,1.2542376874852552,robust,1000,608
0.542,2.996,trad,10,609
0.9508345305281902,2.5867352592115402,robust,10,609
1.259,2.169,trad,100,609
1.0563681092816748,2.372562218222878,robust,100,609
0.846,1.237,trad,1000,609
0.6992297484425549,1.3840748035756834,robust,1000,609
-3.167,3.096,trad,10,610
-1.8430000684462782,1.7726578629345828,robust,10,610
0.707,1.883,trad,100,610
0.2646087084676625,2.3248329239679233,robust,100,610
0.422,0.819,trad,1000,610
0.2976628171671828,0.9436988804127352,robust,1000,610
-0.678,7.48,trad,10,611
-0.7914009189480025,7.593109893199286,robust,10,611
0.966,1.795,trad,100,611
0.5837990645449977,2.176760170915525,robust,100,611
0.648,1.03,trad,1000,611
0.5049061326976951,1.1725070919557348,robust,1000,611
-3.396,-0.024,trad,10,612
-2.9879897163231766,-0.4320322360021851,robust,10,612
1.05,1.995,trad,100,612
0.7086720787296191,2.3364346976709585,robust,100,612
0.665,1.048,trad,1000,612
0.5572672263357821,1.1556101075600387,robust,1000,612
-0.591,0.992,trad,10,613
-0.3968262583558564,0.7980362147146054,robust,10,613
0.649,1.532,trad,100,613
0.3033149792795494,1.8776098899262297,robust,100,613
0.409,0.844,trad,1000,613
0.24053045014462138,1.0123057086380065,robust,1000,613
-0.717,1.39,trad,10,614
