n,beta,iter
1000,0.9368877896396822,131
10,1.0299329568401356,132
100,0.8997423428592203,132
1000,0.8381312400619959,132
10,1.2538441039287749,133
100,1.3093520784696688,133
1000,0.8279981974763777,133
10,0.08789391388016916,134
100,0.40479307042510687,134
1000,0.9283184334458072,134
10,0.25962125514436474,135
100,0.860149838280898,135
1000,1.0250319167643835,135
10,1.4773033426659339,136
100,0.593360055566307,136
1000,0.7149664378153572,136
10,0.09450055378747244,137
100,0.8360666726367334,137
1000,1.1290089696846606,137
10,-0.27159177889470587,138
100,0.779799856613833,138
1000,0.7172658460832488,138
10,-0.3705458775144105,139
100,0.9138277750375021,139
1000,0.901617946733339,139
10,1.0441422673249623,140
100,1.1043457346822265,140
1000,1.2056284783615294,140
10,3.1785662835027297,141
100,-0.26628663911403333,141
1000,1.1232203502791667,141
10,2.3214663227917955,142
100,1.7689395435630928,142
1000,1.1209526290211949,142
10,1.9565659192207396,143
100,1.4830170689961646,143
1000,1.050007459426898,143
10,0.2597096210917304,144
100,1.5955026122738019,144
1000,1.1659431502437385,144
10,2.0355505588696743,145
100,1.0069502222071547,145
1000,0.9793329092964226,145
10,2.1876201341694066,146
100,0.03246303007994347,146
1000,1.0984159490540062,146
10,0.48308438903150763,147
100,1.2090306401880602,147
1000,1.1411765659634363,147
10,1.1842195956304369,148
100,0.8129221867906077,148
1000,1.0301175806144125,148
10,0.9109136587550147,149
100,0.4094685979228227,149
1000,0.8738398271616432,149
10,0.45024886552219584,150
100,1.4764997859882971,150
1000,1.0252004593179336,150
10,0.4099878040704644,151
100,0.2506481991750081,151
1000,0.8992418704380639,151
10,1.863642277754443,152
100,0.7867014767291913,152
1000,1.3788865187446453,152
10,-0.6024114300120231,153
100,1.0314107507678654,153
1000,1.3312513643909665,153
10,1.5547632798399358,154
100,0.12764111519196691,154
1000,1.0162268135541104,154
10,1.8305493204764058,155
100,2.141140166372459,155
1000,1.0546118317077986,155
10,1.5433094380030519,156
100,0.8439576483501557,156
1000,0.6204014770631997,156
10,1.4789208796583315,157
100,1.391618638597961,157
1000,0.9788811680881466,157
10,0.846572518381651,158
100,0.6257754970351624,158
1000,0.8370616726858051,158
10,7.811735984005707,159
100,0.7770105336216483,159
1000,1.1694686694812695,159
10,-3.348439986047986,160
100,0.6269766021753719,160
1000,0.8721386094887191,160
10,4.107540646635011,161
100,0.4907858738808621,161
1000,1.3213833559628254,161
10,0.9184173848092467,162
100,1.8243585274617915,162
1000,0.69953973509445,162
10,0.7429771269395973,163
100,1.4430792193737696,163
1000,0.6870586770652037,163
10,0.9021396755304049,164
100,1.2315194051048546,164
1000,1.0780131025659176,164
10,1.1841053166816318,165
100,-0.08434224792974829,165
1000,0.7893476400321549,165
10,1.0707185648720916,166
100,3.0532308198570806,166
1000,0.8581340395086361,166
10,-0.2496181519510039,167
100,1.5150679749713645,167
1000,1.0584029439986316,167
10,1.6126767347991164,168
100,1.5913909973274687,168
1000,0.8737689218592609,168
10,-1.196984963101836,169
100,1.2525649193904875,169
1000,1.1014677617757074,169
10,-0.7933882012631067,170
100,1.2312164682197018,170
1000,0.9240355469554415,170
10,1.843350659800584,171
100,1.0451141642376298,171
1000,0.7613970332017239,171
10,0.9392447077199904,172
100,1.5665908894487146,172
1000,0.8180344196619241,172
10,1.3831379093142193,173
100,1.2519347041157036,173
1000,0.9368422705562166,173
10,2.1816515196695874,174
100,0.9768086922220381,174
1000,1.0146021053313965,174
10,2.845804502813601,175
100,1.4720149006582999,175
1000,1.1053029652522965,175
10,0.8748414889762481,176
100,1.1446105718067041,176
1000,0.9488712777090195,176
10,1.8114286866104172,177
100,1.219583136501366,177
1000,0.8755974945328848,177
10,-0.29709581285243436,178
100,0.7351705384928717,178
1000,1.0988938340731786,178
10,0.6942300154623665,179
100,1.4359667356977939,179
1000,1.1445601186924133,179
10,1.7906958057728837,180
100,1.010478662104,180
1000,0.5775045110778545,180
10,-1.4802958089978349,181
100,0.7648898177568034,181
1000,1.1152696209575368,181
10,0.4221271331419589,182
100,0.17638119718416567,182
1000,0.9496253256371877,182
10,0.7753030435628752,183
100,0.45081453089613827,183
1000,1.2943987372164285,183
10,2.645627966609916,184
100,0.17291468684479475,184
1000,1.1443284677497285,184
10,0.9459046396272759,185
100,1.0002125296391948,185
1000,0.8240390166145134,185
10,1.3421969129483764,186
100,0.5322685893085245,186
1000,0.9555191219716632,186
10,2.480792788688901,187
100,1.8449873250955702,187
1000,0.8912276535860121,187
10,-0.27177867033379516,188
100,1.2308932157802546,188
1000,0.9256423945570813,188
10,1.4941944113867736,189
100,1.4419169802807625,189
1000,1.3439066834937368,189
10,1.8760770264014741,190
100,1.0889750323691056,190
1000,1.0077343035831847,190
10,0.08014150602285822,191
100,2.3546571217857997,191
1000,0.7912472691792445,191
10,2.6109331770131345,192
100,0.5754152294052137,192
1000,1.1541721432261514,192
10,-1.3778723076584554,193
100,0.48469644494799513,193
1000,0.8451321449259344,193
10,0.34827514772809837,194
100,1.1944228874500564,194
1000,1.0330079217719272,194
10,1.6039645281395645,195
100,1.5456335147128781,195
1000,1.1895491195960826,195
10,1.9823865764252842,196
100,1.1696075946288842,196
1000,0.9115004791957388,196
10,2.21751838975842,197
100,1.7658161275315492,197
1000,1.0155698306027798,197
10,-0.28018998582637233,198
100,1.236865102567236,198
1000,0.6909721372750296,198
10,1.1493872131175098,199
100,0.3478844132963129,199
1000,0.9694919381420803,199
10,-0.47970396442838276,200
100,0.7634001391830976,200
1000,1.2487897387328026,200
10,4.225953106285865,201
100,1.0730000640941295,201
1000,1.1691231654606067,201
10,2.6842742710099525,202
100,0.9829343064681559,202
1000,1.1928885028956004,202
10,0.9487721703057836,203
100,0.5597061238799497,203
1000,0.5719493639764208,203
10,2.0706854231761493,204
100,0.6377986104406391,204
1000,0.4699947662922516,204
10,0.07753479660437945,205
100,1.2667743512335556,205
1000,0.7162846981029466,205
10,0.6549501937087231,206
100,-0.40683327744850795,206
1000,1.3748413358894496,206
10,1.9118108713699788,207
100,0.7626315900652647,207
1000,1.1021041578517985,207
10,2.061913866012812,208
100,0.8985197915243412,208
1000,1.078624555851343,208
10,0.21680886342643524,209
100,2.287775557215176,209
1000,0.7950107203359423,209
10,0.6096625861820829,210
100,0.3510855239233795,210
1000,0.9680338139060058,210
10,2.0995820994704166,211
100,-0.047057122130017955,211
1000,1.0832011440191052,211
10,2.076922886581272,212
100,1.7298391579567087,212
1000,0.6819986464009206,212
10,1.6414501553217533,213
100,0.7126469523035137,213
1000,0.6628883547022816,213
10,0.2790587612206843,214
100,0.7678832680694466,214
1000,1.0505060749518937,214
10,1.3994702802643526,215
100,-0.11190193966412684,215
1000,0.9207050501207481,215
10,-0.33449069551684046,216
100,1.0036554624732554,216
1000,1.2697917039814515,216
10,0.5387374060250494,217
100,0.5526607117930444,217
1000,1.0321941381616326,217
10,0.8001149632653698,218
100,1.112679436775731,218
1000,1.0155306373295097,218
10,2.8321264025772686,219
100,-0.10498471482727235,219
1000,0.6727256144539557,219
10,-4.5206920975449885,220
100,1.186952475189148,220
1000,1.1214444622003497,220
10,-0.04899013236364376,221
100,0.47523239463909767,221
1000,0.7672612324151417,221
10,0.126644464827123,222
100,0.9335835036026204,222
1000,1.1642791119664524,222
10,1.053153333780293,223
100,0.7914956584415651,223
1000,0.6049376718695237,223
10,-0.22467324502728464,224
100,0.6737719155635241,224
1000,1.0423571086761831,224
10,1.6284730685368218,225
100,-0.2550080294231221,225
1000,0.8935333911463508,225
10,0.7191563647572715,226
100,-0.3927435379715069,226
1000,0.9783211886813831,226
10,0.5085845804652361,227
100,0.6783110483361539,227
1000,1.03989878144628,227
10,0.9815987587598493,228
100,2.2561662375849045,228
1000,1.3151019615001123,228
10,1.4137482801113004,229
100,1.247908508625737,229
1000,0.9431033647610699,229
10,0.4590820734729643,230
100,1.2337819055872854,230
1000,1.4844693133281135,230
10,0.6111556457444353,231
100,0.7525766221239715,231
1000,1.1315902861269977,231
10,-0.2594643951131624,232
100,0.7352060543589258,232
1000,0.7926617984440985,232
10,1.125467971714957,233
100,0.7468339356369519,233
1000,0.6439607616646666,233
10,1.636815749025406,234
100,1.0218519034400118,234
1000,1.2563420310896753,234
10,-2.366285306897546,235
100,0.7102029913047833,235
1000,1.063631723489051,235
10,1.240328127887966,236
100,1.1179016599338625,236
1000,0.87490075887149,236
10,0.5355337354206735,237
100,1.1835862332375893,237
1000,1.132777918565119,237
10,3.8888342462634946,238
100,1.2092660789086611,238
1000,1.0656432051701497,238
10,0.5232632292543259,239
100,1.4961050810529057,239
1000,0.8552895537439674,239
10,0.7014558741117913,240
100,0.9391034125282988,240
1000,1.2376472977000823,240
10,2.6918469868266945,241
100,0.9422509089483562,241
1000,0.9013944983961273,241
10,-0.47427905545669663,242
100,1.2911279572511543,242
1000,1.0896765934666468,242
10,2.396715980000227,243
100,0.9115170292627999,243
1000,1.1820388598439067,243
10,0.5899098400729152,244
100,1.1759036830144773,244
1000,1.2252570379797616,244
10,0.5116459944484605,245
100,0.8807017237046768,245
1000,1.126810451307649,245
10,1.0514765967705006,246
100,1.0835517328364186,246
1000,1.1156370491521415,246
10,1.5177320444059654,247
100,1.934317306582864,247
1000,1.0141219062108762,247
10,0.6318234503221309,248
100,0.8449049952951316,248
1000,0.831639306888364,248
10,3.654870651508418,249
100,-0.47268652336528033,249
1000,0.8858913330063299,249
10,1.1648812225837282,250
100,-0.8654515389083215,250
1000,0.9897484028962052,250
10,0.5004895177284854,251
100,1.7486143047505533,251
1000,1.0967138386056734,251
10,2.2612230553764565,252
100,1.1789123047865726,252
1000,1.1935270253782233,252
10,0.11692332422270894,253
100,1.0875678011127254,253
1000,0.8736268609969086,253
10,1.991886113314404,254
100,1.1807768104939576,254
1000,0.922631400106755,254
10,2.1083558352259595,255
100,0.22557584128473565,255
1000,0.9328542031028569,255
10,-0.05589465098540897,256
100,0.7178011193628483,256
1000,1.068617019920867,256
10,1.6433932955262662,257
100,1.041980041701843,257
1000,0.8150381847395104,257
10,1.7852750895971021,258
100,2.727671426805191,258
1000,1.0256014203622206,258
10,2.2995857764523135,259
100,1.0060063286812457,259
1000,0.8569231420889338,259
10,0.5624756441744644,260
100,2.5266379374412296,260
1000,1.2128148298224934,260
10,0.7055355452340941,261
100,0.5922435177272031,261
1000,0.561090195220325,261
10,0.028366094515070175,262
100,0.8935096269542463,262
1000,1.3539390982949813,262
10,-1.9371953227350893,263
100,1.6649708189829218,263
1000,0.8119044209134056,263
10,-0.14577666981816753,264
100,1.3390861921792667,264
1000,1.2285544997831495,264
10,3.325154257985904,265
100,1.0445844674600682,265
1000,1.0720769463061601,265
10,0.5983125841871649,266
100,0.7527321351246111,266
1000,1.005048779389475,266
10,3.1408979039133125,267
100,0.45654616345832794,267
1000,1.0734712304357932,267
10,-0.19462021738200855,268
100,1.3586693371969036,268
1000,0.9546995950362767,268
10,2.6190653170229825,269
100,2.0758539074484648,269
1000,0.8564386175706524,269
10,0.23040595966457328,270
100,1.0102790329650528,270
1000,1.2816729624804992,270
10,1.8334671056019989,271
100,-0.8041038572822029,271
1000,0.9206283930464441,271
10,0.01037810401075466,272
100,-0.5092538381368399,272
1000,0.8841710018693171,272
10,0.7912391493970936,273
100,0.944353185022568,273
1000,0.9553615457637925,273
10,2.582409839439981,274
100,1.6240842382530385,274
1000,0.9841014493156828,274
10,2.7461330211417705,275
100,1.4932757169389324,275
1000,0.6858845250527783,275
10,2.4160916801752426,276
100,1.5675086211707374,276
1000,1.2429434382554299,276
10,2.589386081074962,277
100,-0.5969925199462361,277
1000,0.9145561357107774,277
10,0.5164825547741827,278
100,2.2832310346228866,278
1000,0.797394499230941,278
10,0.9188406710772781,279
100,1.4759748359541873,279
1000,1.1435949849069944,279
10,1.940810363549106,280
100,1.2994495301953937,280
1000,0.9943443748075418,280
10,-0.7927571769502137,281
100,1.1944436028700618,281
1000,1.1797918801998082,281
10,0.10991898121562615,282
100,1.1061985270206782,282
1000,0.8234786034788335,282
10,0.5679691808013934,283
100,2.297833588048781,283
1000,0.9514248064614563,283
10,2.625532222835988,284
100,1.744043374860932,284
1000,0.9189869366911183,284
10,-7.417307628161703,285
100,1.7754687915246108,285
1000,0.9247393306677857,285
10,2.260080053569341,286
100,0.6841993511401367,286
1000,1.1933721675795708,286
10,-0.433454404186173,287
100,2.2877507909297323,287
1000,1.150584036762709,287
10,0.46517949031229794,288
100,0.11893341212779235,288
1000,1.2012678742086078,288
10,2.5685121498284125,289
100,0.18927078878468723,289
1000,1.3763762316774584,289
10,1.2974013029565064,290
100,1.2458921547250812,290
1000,0.9846990092973218,290
10,0.21304082769965177,291
100,0.7708849542205949,291
1000,1.0431358862678561,291
10,-0.5441653535828194,292
100,1.3884063213369455,292
1000,1.1175915210786447,292
10,2.3124499244691825,293
100,1.6179212068138848,293
1000,0.8858316648302115,293
10,1.7663476776933553,294
100,1.2734979989652209,294
1000,0.9960014583509782,294
10,-0.5745222084495265,295
100,2.036240462773016,295
1000,0.897667963521348,295
10,0.42919183412388856,296
100,1.0207621962154945,296
1000,1.0453450365188999,296
10,1.0380310952813172,297
100,1.0890802728538185,297
1000,1.0833471953231366,297
10,-0.6283773152414317,298
100,1.408922844873652,298
1000,1.2242519845182032,298
10,2.9127783732782024,299
100,0.08387123523258445,299
1000,0.5812401174108095,299
10,1.2171315336541524,300
100,-0.898095908808263,300
1000,0.7601352255981604,300
10,2.4779253899604354,301
100,0.8763914052938996,301
1000,1.0787388980871917,301
10,0.8380220530833028,302
100,1.5594322700162901,302
1000,0.7948619770693969,302
10,1.5545422489104224,303
100,1.5489071427411194,303
1000,0.7818447963964178,303
10,0.7599176454160222,304
100,-0.16653145547545947,304
1000,1.2554042341543654,304
10,3.153392008349541,305
100,1.0725036814789852,305
1000,0.8593402283596737,305
10,-0.09337287838852851,306
100,1.7197000287508233,306
1000,0.9162340811093251,306
10,1.8077561847058412,307
100,1.3693431419248392,307
1000,1.2776992011313835,307
10,0.19363439697564247,308
100,0.8865649750353258,308
1000,0.9062485324906818,308
10,-0.10455182913627036,309
100,1.2007850740398915,309
1000,0.46825002281713435,309
10,0.8746019619364769,310
100,0.8558941109991367,310
1000,1.0241344058491613,310
10,-0.03617002762814688,311
100,1.8147961152400933,311
1000,0.9981133758028099,311
10,-5.837332125067725,312
100,1.3171812064459256,312
1000,1.0711683944748018,312
10,1.0272120079825866,313
100,0.2206338041193019,313
1000,0.9361704397844185,313
10,2.3463200879473725,314
100,0.05901435863265192,314
1000,0.8799552634554657,314
10,-0.2932906805468957,315
100,1.3657603684383735,315
1000,0.9735616763508814,315
10,0.6041859870300302,316
100,0.9494278976157704,316
1000,1.096545934737727,316
10,1.4817298919380717,317
100,-0.12199682562498348,317
1000,1.2393310497745487,317
10,-0.48449735071453276,318
100,1.1066002652782758,318
1000,1.0557050064068816,318
10,0.7616366717407765,319
100,0.6721551620191702,319
1000,1.219023057736412,319
10,2.2052478654603433,320
100,0.46422158741806285,320
1000,1.3852298598284163,320
10,1.4136385108448484,321
100,1.4353676051852493,321
1000,0.9462970209052415,321
10,-2.844591141733958,322
100,0.8136976559388759,322
1000,1.0884967424492502,322
10,3.772506411939705,323
100,0.7769690848159339,323
1000,1.0366652207414082,323
10,-0.1863520117458971,324
100,1.4717158561471075,324
1000,0.9910187413042931,324
10,-2.1069053406207447,325
100,1.1353604960192685,325
1000,0.915071540926774,325
10,1.2165566568724024,326
100,0.8972128294185417,326
1000,0.9283564976281928,326
10,1.6843989203445062,327
100,0.4676671887439778,327
1000,1.0163758323014627,327
10,3.2156085520230424,328
100,0.6751995070332991,328
1000,0.7201353342662103,328
10,-2.030313588896458,329
100,0.8401420099288566,329
1000,1.217754267748298,329
10,2.8080598037154543,330
100,1.5705293798981121,330
1000,1.4111539694049258,330
10,1.6907193105915046,331
100,1.210375976024272,331
1000,1.054794089622268,331
10,1.4881447322718986,332
100,0.240820585286298,332
1000,0.8436098894982423,332
10,0.6860664089880736,333
100,1.2545383950971436,333
1000,1.1743265768105036,333
10,1.8425266539014102,334
100,0.9455398606586033,334
1000,0.9913994769852411,334
10,0.8838389457277704,335
100,0.8502181474990667,335
1000,1.0626373790810748,335
10,4.242924120776482,336
100,1.8429511515491082,336
1000,1.1192890687906605,336
10,3.0357518860909174,337
100,1.7323315169735538,337
1000,0.7483063753351555,337
10,0.6555152510929029,338
100,1.3366091798403616,338
1000,1.1595849350619434,338
10,-1.6498270102120085,339
100,1.2491365970046862,339
1000,1.284684681790705,339
10,1.209000713205749,340
100,1.4741456565519895,340
1000,1.0303206068517137,340
10,-0.5065636581510993,341
100,0.2678108565937749,341
1000,0.9727617294469019,341
10,0.5017449298740894,342
100,1.453447634888205,342
1000,0.9234253249199127,342
10,1.4495795486552059,343
100,0.39385501801607303,343
1000,1.2183807656548766,343
10,-0.26745766213779976,344
100,0.8457684016416531,344
1000,0.9080426068039603,344
10,-0.4816284373967181,345
100,1.057676779449008,345
1000,0.820259275661678,345
10,2.383333816753054,346
100,0.3165752035256307,346
1000,0.8973218939945999,346
10,1.0110481495321597,347
100,-0.20784710518426255,347
1000,0.764792687925888,347
10,-0.03924928894974855,348
100,-0.654947026248959,348
1000,1.0078678473802047,348
10,0.3377098130320157,349
100,1.2995938323438603,349
1000,1.0005533401164792,349
10,1.3092110935038779,350
100,1.244285746466994,350
1000,1.3428709374385275,350
10,1.9483061945190898,351
100,0.9155250108019802,351
1000,0.9392589599350711,351
10,4.372479721525481,352
