dim,att_hat,lower,upper
0.18603453547691354,0.08911353189032056,0.0020578907525408492,0.18219765369078136
0.09587813620071634,-0.029432668716818933,-0.11041963593576176,0.060435916962149505
0.0919172360819956,-0.02562209683434702,-0.111534518169932,0.07046289642518634
0.05547998911843273,-0.05829859064926646,-0.14065027898793062,0.04332697417843305
0.09605796822648738,-0.01987965734286401,-0.11194508902154648,0.07494478061216395
0.14589835934373876,0.027652646210900245,-0.05572831950566401,0.11939556384512601
0.05625960061443922,-0.059562374077973934,-0.13715763752020738,0.02827914958114477
0.11620648259303838,0.013506936788944213,-0.07725689079633424,0.10420056607171452
0.17835426994593476,0.09678595724478145,0.007848344143643396,0.18430226868294783
0.13946492575524877,0.037186645618787706,-0.05468336228664329,0.13915244926412879
0.08401209774207538,-0.038541886573227324,-0.11845800805675649,0.03716895352777085
0.15318881861632927,0.0915641334286082,0.0024777821644791647,0.18112025987616487
0.1804487179487178,0.09620847048094827,0.012785854363977906,0.18726074109403767
0.10156250000000006,0.0022499757661255115,-0.07289903966506502,0.08476839544448883
0.07862605231026178,-0.05369991260619833,-0.13703400727772339,0.01739959517569481
0.21152338437414864,0.07583175537839182,-0.011390027310872467,0.16999135168061713
0.13477452049522085,0.02140575933308897,-0.06609966050298254,0.10631653429915375
0.1212174553135665,0.04100760037849149,-0.04682823054584295,0.1266621015741884
0.031101919851492087,-0.056825626911589544,-0.145256954379632,0.01275533488092083
0.07071418284232901,0.013518956738080568,-0.070925573885112,0.10885459172257277
0.13829531812725013,0.04344869243496641,-0.042208364196887414,0.13456191689374641
0.08108974358974308,-0.019871878792605435,-0.10373529409949948,0.05889931393611876
0.09043617446978816,-0.016664194273508293,-0.09407927513772506,0.07085970025968322
0.0036165207789923986,-0.12866911155868432,-0.2124531902649539,-0.04638764961061835
0.06656958602038736,-0.03357786701018939,-0.1155956753090585,0.05296595021425654
0.09647435897435774,-0.023623847266462716,-0.09678082885407581,0.04885166780748347
0.1431224385245889,0.04919239561456079,-0.034123484662902506,0.12453278444704707
0.092718219758617,-0.003494933273186396,-0.08678359110402963,0.07620037876370424
0.13421368547418966,0.013263766638669794,-0.0746389318895686,0.10262832332097324
0.07457419552361454,-0.0689004333394172,-0.1525794156705163,0.02377818307178068
0.1148645404938307,-0.01842479222236959,-0.08758400867622362,0.0691214530955316
0.117304119418284,0.023909460029033824,-0.050230063657910815,0.11326936975415834
0.14509803921568615,0.0707852942879913,-0.018429367916013274,0.19476600720493045
0.12236232629953624,0.052693274025138126,-0.04251571271838561,0.13971624550618253
0.06752108033728633,-0.0038858417538953915,-0.08058278206158404,0.07763849116915766
0.09042859888525843,0.010613808014837578,-0.07781905529289392,0.11775429970745349
0.08933948363123838,-0.01020322965712761,-0.08255043262699688,0.0700596225355288
0.07280993852459064,-0.020807702645625814,-0.10721881464612927,0.06782868355354843
0.15102040816326476,0.06305740447624608,-0.029019460975339677,0.20061311010320354
0.0708073130980621,0.0016931173516787634,-0.08226712900788608,0.09420462034135277
0.08301282051282113,-0.014750431266112973,-0.10435322296555738,0.07111508237129344
0.07952997002196227,0.006633822316892024,-0.07325766931198291,0.08409206267032648
0.15273590352171373,-0.028275716918612748,-0.10297191761671395,0.0527762237716667
0.10898144145009765,-0.05065902792871668,-0.1282527793199442,0.0437823446429146
0.16874429917908337,0.06491087580269239,-0.020334533827920182,0.17135133511139766
0.1808361865264994,4.803753917488329e-4,-0.08614925896095268,0.09057323565436316
0.11393014853472497,-0.022514471594887175,-0.10022274478607665,0.056817634377242
0.13991432834384168,0.02353095886323675,-0.05081113569804574,0.11205789398128482
0.1348616803278695,0.020355448438407975,-0.06474054921735851,0.10266897531548436
0.13203920814914466,-0.008764960491446039,-0.0875842047452343,0.058887440097994515
0.08825270839000811,-0.005955632816922796,-0.09128529943865832,0.08614867306121887
0.08204930662557731,-0.02477517663605433,-0.1108082574761768,0.075823226227413415
0.09985428576003645,-0.010836273932682716,-0.09886115430344214,0.07030181373937425
0.11534460962378591,-0.035230833119873295,-0.10888673016725264,0.04981191522869008
0.04855086434033785,-0.03132995517557158,-0.12639149436829417,0.05999618483689505
0.10892356942776973,-0.015660374276682987,-0.09612844156323076,0.06725319685760808
0.07559186824498158,-0.0026046284876938275,-0.09480342003176706,0.08711476384343686
0.13306633938375947,-0.0015194677106742382,-0.07580839478607848,0.08558969991975085
0.13442538950537225,0.02002373606304353,-0.059822765645306406,0.1028941623343275
0.07174859190988309,-0.015543216845114616,-0.1043292070252812,0.0798045809786839
0.16234520123838941,0.048229411541238165,-0.04658359308509298,0.13109476147091392
0.09419767907162846,0.0068346322087387,-0.07832166786829647,0.0785731759694735
0.1383074066961142,0.030566464356453937,-0.04803064926147659,0.12263944541272344
0.14818135245901584,0.03373318725279573,-0.044791032214877444,0.11512316848121919
0.12106638452043164,0.018083962568249512,-0.0626411075171257,0.1089554241955079
0.07880508896054958,-0.02489482028610024,-0.10398166467957562,0.05417783207766412
-0.03484916995026146,-0.11233588469213657,-0.19217879259835227,-0.027653167842465916
0.05652647077651945,-0.09152209905894193,-0.17407716332157688,-0.007951418828835842
0.0905511811023631,-0.015920495642388843,-0.09643005160600654,0.07012277657228709
0.1490128260556273,0.04544819325914784,-0.0497177685557971,0.16399158297888197
0.0966647461750208,0.034872058530771244,-0.06168747799051968,0.13221118327970918
0.12400000000000037,0.014440822669682163,-0.06942469692644936,0.10190910339718111
0.0771697992173971,-0.012830402186747691,-0.11156435485434657,0.0889448037817509
0.08585931370194236,0.016165211066402563,-0.07780209178630716,0.11725995122032257
0.09230769230769169,0.017114777191489572,-0.07414545011746809,0.102658711333533
0.14320995573801867,0.009525058913341766,-0.06821787002034763,0.0898938233842782
0.06488549618320584,-0.024286636283325613,-0.11832577119117055,0.07848367942405124
-0.014725890356142026,-0.08657842135420823,-0.16369771659324633,0.0073019373095995835
0.09599999999999803,0.016249028616528438,-0.07404646638412495,0.09961238601420172
0.14393053397202699,-0.006775132458322286,-0.08870644402698513,0.08139607105519137
0.03415511042629698,-0.04818753538256415,-0.12029035382650079,0.02815387342994736
0.12941441224220784,0.048361082695499213,-0.03575140865912568,0.1420621314024056
0.10197368421052662,0.001317551073230172,-0.08459358762870753,0.09630675005529682
0.10854252049180482,-0.009623141367837484,-0.08881017754911129,0.07718467461828976
0.04448071169138854,-0.018971676768222534,-0.0995527026955782,0.06304929459599208
0.01881475076459888,-0.06037149430227973,-0.14011418312401364,0.023935954386316433
0.10416666666666624,-0.039140769387222885,-0.11457106708528106,0.06255178986593624
0.1609327951822672,0.040316708500685805,-0.037103280897345936,0.1240886261101585
0.18797100753611926,0.09062275405034148,0.008125470129678285,0.1702187058369809
0.13109243697478912,0.03882319822716607,-0.04689507770444385,0.14337946256832956
0.1265700483091795,0.05060565742054468,-0.043145963300857376,0.13801964250758209
0.06762820512820537,-0.01727800726366624,-0.09973972647882329,0.07238006475293672
0.14720568465527123,0.015278250513592884,-0.06412009754817546,0.09564598027035842
0.08974276733594155,-0.00998089732068308,-0.0983187885806257,0.09343004421263067
0.11380432517353617,0.006092728168151762,-0.0755913240384101,0.08234871553598935
0.13154853620955223,0.01155933330834269,-0.07390918971639682,0.1035568584011631
0.025992554813953083,-0.0804480759445464,-0.15685407002326326,0.012094232087773849
